question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q47,What is the turnover rate for permanent female employees in the Current Year,What is the turnover rate for permanent female employees in the Current Year Number Of Employees In The Company At The End Of The Financial Year,Turnover Rate - Female Member - Permanent Employees Member,22.4572,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,23.9238,Retention Rates Permanent Employees That Took Parental Leave - Female Member,23.4421,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,23.0901,Ambiguous,Turnover Rate - Female Member - Permanent Employees Member
Q48,What is the turnover rate for permanent female worker in the Current Year,What is the turnover rate for permanent female worker in the Current Year Number Of Employees In The Company At The End Of The Financial Year,Retention Rates Permanent Employees That Took Parental Leave - Female Member,23.4421,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year,24.6384,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,23.9238,Retention Rates Permanent Employees That Took Parental Leave - Female Member,23.4421,Ambiguous,Retention Rates Permanent Employees That Took Parental Leave - Female Member
Q49,Pay parity between male and female employees,Pay parity between male and female employees Commission Employees,Number Of Employees Or Workers Related To Minimum Wages - Total Minimum Wages Member - Female Member - Permanent Employees Member,10.9939,Number Of Employees Or Workers Related To Minimum Wages - Total Minimum Wages Member - Female Member - Permanent Employees Member,10.9939,Number Of Employees Or Workers Related To Minimum Wages - More Than Minimum Wage Member - Female Member - Permanent Employees Member,10.7455,Percentage Of Employees Or Workers Related To Minimum Wages - Equal To Minimum Wage Member - Female Member - Permanent Employees Member,10.7455,Low Confidence,Number Of Employees Or Workers Related To Minimum Wages - Total Minimum Wages Member - Female Member - Permanent Employees Member
Q50,Number of complaints on PSH as a % of female employees/workers for current year,Number of complaints on PSH as a % of female employees/workers for current year Number Of Permanent Employees On Rolls Of Company,Total Number Of Employees Or Workers For Membership - Female Member - Permanent Workers Member,17.4295,Total Number Of Employees Or Workers For Membership - Female Member - Permanent Workers Member,17.4295,Total Number Of Employees Or Workers For Membership - Female Member - Permanent Employees Member,17.4176,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year,16.6422,Low Confidence,Total Number Of Employees Or Workers For Membership - Female Member - Permanent Workers Member
Q51,What is the gross wages paid to females as percentage of wages paid,What is the gross wages paid to females as percentage of wages paid Salaries And Wages,Percentage Of Gross Wages Paid To Female To Total Wages Paid,31.9788,Percentage Of Gross Wages Paid To Female To Total Wages Paid,31.9788,Gross Wages Paid To Female,30.2982,Percentage Of Gross Wages Paid To Female To Total Wages Paid - Previous Year,30.1756,High Confidence,Percentage Of Gross Wages Paid To Female To Total Wages Paid
Q52,How many complaints were filed on discrimination at workplace in current year?,How many complaints were filed on discrimination at workplace in current year? Whether Subsidiary Has Filed Balance Sheet,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,32.7955,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,32.7955,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,27.2734,Whether Complaints Filed Under The Sexual Harassment Of Women At Workplace Is Assured By Assurer,24.0944,High Confidence,Number Of Complaints Filed During The Year - Discrimination At Work Place Member
Q53,How many complaints were filed by employees and workers or employees as a % of number of employees in the current year,How many complaints were filed by employees and workers or employees as a % of number of employees in the current year Commission Employees,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Employees And Workers Member,19.7927,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Employees And Workers Member,19.7927,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,18.4837,Number Of Complaints Filed During The Year - Health Safety Complaints Member,18.4837,High Confidence,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Employees And Workers Member
Q54,What is the number of pending/unresolved employees and workers grievances as % of total complaints filed in the current year,What is the number of pending/unresolved employees and workers grievances as % of total complaints filed in the current year Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending From Stake Holder Group Resolution At The End Of Year - Complaint Received From Employees And Workers Member,26.2847,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,27.4835,Number Of Complaints Pending Resolution At The End Of Year - Otherhumanrightsrelatedissues Member,26.6092,Number Of Complaints Pending Resolution At The End Of Year - Wages Member,26.6092,Ambiguous,Number Of Complaints Pending From Stake Holder Group Resolution At The End Of Year - Complaint Received From Employees And Workers Member
Q55,How many complaints were filed on wages in the current year,How many complaints were filed on wages in the current year Salaries And Wages,Number Of Complaints Filed During The Year - Wages Member,18.3034,Number Of Complaints Filed During The Year - Wages Member,18.3034,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,14.5737,Number Of Complaints Filed During The Year - Health Safety Complaints Member,14.5737,High Confidence,Number Of Complaints Filed During The Year - Wages Member
Q56,Pending resolution of complaints as a % of total complaints filed by employees and workers pertaining to working conditions,Pending resolution of complaints as a % of total complaints filed by employees and workers pertaining to working conditions Terms And Conditions Of Shares Pending Allotment,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,27.7168,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,27.7168,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member - Previous Year,26.1741,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,24.5025,High Confidence,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member
Q57,What is the turnover rate for permanent workers for the Current Year,What is the turnover rate for permanent workers for the Current Year Whether Company Has Published Sustainability Report For The Financial Year,Retention Rates Permanent Workers That Took Parental Leave - Male Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Gender Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Male Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Female Member,19.1079,Ambiguous,Retention Rates Permanent Workers That Took Parental Leave - Male Member
Q58,What is the turnover rate for permanent employees for the Current Year,What is the turnover rate for permanent employees for the Current Year Number Of Employees In The Company At The End Of The Financial Year,Retention Rates Permanent Employees That Took Parental Leave - Gender Member,19.076,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,23.9238,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,23.0901,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,22.7288,Ambiguous,Retention Rates Permanent Employees That Took Parental Leave - Gender Member
Q59,What is the percentage of cost incurred as a % of total revenue of the company with regards to spending on measures towards wellbeing of employees and workers?,What is the percentage of cost incurred as a % of total revenue of the company with regards to spending on measures towards wellbeing of employees and workers? Number Of Employees In The Company At The End Of The Financial Year,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,55.3509,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,55.3509,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,54.0662,Amount Of Cost Incurred On Well Being Measures,38.5188,High Confidence,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company
Q60,Percentage of workers or employees in association(s) or unions recognised by the listed entity,Percentage of workers or employees in association(s) or unions recognised by the listed entity Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Remarks For Assurance Of Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity,30.1769,Remarks For Assurance Of Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity,30.1769,Assurance Sub Type For Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity,29.5335,Whether Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity Is Assured By Assurer,29.4867,Ambiguous,Remarks For Assurance Of Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity
Q61,What is the number of complaints filed by the customers as a % of revenue in Current Year?,What is the number of complaints filed by the customers as a % of revenue in Current Year? Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending From Stake Holder Group Resolution At The End Of Year - Complaint Received From Customers Member,24.2705,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,29.2587,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,25.4281,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,25.0668,High Confidence,Number Of Complaints Pending From Stake Holder Group Resolution At The End Of Year - Complaint Received From Customers Member
