question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q62,Total instances of product recalls,Remarks For Assurance Of Details Of Instances Of Product Recalls On Account Of Safety Issues,18.6717,Remarks For Assurance Of Details Of Instances Of Product Recalls On Account Of Safety Issues,18.6717,Assurance Sub Type For Details Of Instances Of Product Recalls On Account Of Safety Issues,18.4375,Whether Details Of Instances Of Product Recalls On Account Of Safety Issues Is Assured By Assurer,17.917,Ambiguous,Remarks For Assurance Of Details Of Instances Of Product Recalls On Account Of Safety Issues
Q63,% of value chain partners (by value of business done with such partners) that were assessed for Health and Safety practices?,Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,47.4899,Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,47.4899,Remarks For Assurance Of Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,44.0094,Assurance Sub Type For Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,43.6263,High Confidence,Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts
Q64,What is the purchases from trading houses % of total purchases,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses - Previous Year,31.3332,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses,32.8335,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses - Previous Year,31.3332,Amount Of Total Purchases From Trading Houses,31.3228,High Confidence,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses - Previous Year
Q65,What is purchases from top 10 trading houses as % of total purchases from trading houses,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses,45.8334,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses,45.8334,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses - Previous Year,43.5535,Amount Of Purchases From Top Ten Trading Houses,42.6567,High Confidence,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses
Q66,Number of complaints filed by community stakeholders,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Communities Member,19.0975,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Communities Member,19.0975,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Communities Member - Previous Year,18.0893,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,15.0999,High Confidence,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Communities Member
Q67,Count of pending/unresolved communities grievances,Remarks For Assurance Of Describe The Mechanisms To Receive And Redress Grievances Of The Community,12.8452,Remarks For Assurance Of Describe The Mechanisms To Receive And Redress Grievances Of The Community,12.8452,Grievance Redressal Mechanism In Place - Complaint Received From Communities Member,12.6685,Describe The Mechanisms To Receive And Redress Grievances Of The Community Explanatory Text Block,12.5832,Low Confidence,Remarks For Assurance Of Describe The Mechanisms To Receive And Redress Grievances Of The Community
Q68,Percentage of CSR obligation spent (CSR spent/CSR obligation),Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain1,7.381,Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain3,7.381,Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain7,7.381,Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain4,7.381,Low Confidence,Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain1
Q69,What is the input material directly sourced from MSMEs/small producers (in % terms - As % of total purchases by value),Percentage Of Directly Sourced From MSMEs Or Small Producers,54.1274,Percentage Of Directly Sourced From MSMEs Or Small Producers,54.1274,Percentage Of Directly Sourced From MSMEs Or Small Producers - Previous Year,50.4392,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,32.7675,High Confidence,Percentage Of Directly Sourced From MSMEs Or Small Producers
Q70,Percentage of capital expenditure investments in specific technologies to improve the environmental and social impacts of products and processes to total capex,Remarks For Assurance Of Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies,37.508,Remarks For Assurance Of Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies,37.508,Assurance Sub Type For Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies,36.859,Whether Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies Is Assured By Assurer,35.7939,Ambiguous,Remarks For Assurance Of Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies
Q71,What is the input material sourced directly from within India as % of total purchases,Percentage Of Sourced Directly From Within The District And Neighbouring Districts,29.9092,Percentage Of Sourced Directly From Within The District And Neighbouring Districts,29.9092,Percentage Of Sourced Directly From Within The District And Neighbouring Districts - Previous Year,27.9384,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,27.3241,High Confidence,Percentage Of Sourced Directly From Within The District And Neighbouring Districts
Q72,What is the % of job creation in smaller towns - wages paid to persons employed in smaller towns (permanent or non-permanent / on contract) as % of total wage cost,Whether Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis Is Assured By Assurer,54.0281,Whether Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis Is Assured By Assurer,54.0281,Remarks For Assurance Of Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis,53.9521,Assurance Sub Type For Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis,52.9384,Ambiguous,Whether Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis Is Assured By Assurer
Q73,What are the number of days of account payable?,Number Of Days Of Accounts Payable,30.9792,Number Of Days Of Accounts Payable,30.9792,Number Of Days Of Accounts Payable - Previous Year,28.6052,Remarks For Assurance Of Number Of Days Of Accounts Payables,26.9083,High Confidence,Number Of Days Of Accounts Payable
Q74,What is the sales to dealers/distributors as % of total sales,Percentage Of Sales To Dealers Or Distributors In Total Sales,31.1434,Percentage Of Sales To Top Ten Dealers Or Distributors In Total Sales To Dealers Or Distributors,32.2601,Percentage Of Sales To Dealers Or Distributors In Total Sales,31.1434,Amount Of Total Sales To Dealers Or Distributors,30.9277,High Confidence,Percentage Of Sales To Dealers Or Distributors In Total Sales
Q75,What is the sales to top 10 dealers/distributors as % of total sales to dealers/distributors,Percentage Of Sales To Top Ten Dealers Or Distributors In Total Sales To Dealers Or Distributors,44.4805,Percentage Of Sales To Top Ten Dealers Or Distributors In Total Sales To Dealers Or Distributors,44.4805,Percentage Of Sales To Top Ten Dealers Or Distributors In Total Sales To Dealers Or Distributors - Previous Year,42.383,Amount Of Sales To Top Ten Dealers Or Distributors,41.8465,High Confidence,Percentage Of Sales To Top Ten Dealers Or Distributors In Total Sales To Dealers Or Distributors
Q76,% of data breaches involving PII data of customers,Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,38.0343,Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,38.0343,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,34.3206,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,34.1236,High Confidence,Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers
Q77,Share of buildings that are certified according to international building standards/GRESB/IGBC,Remarks For Assurance Of Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle,12.4029,Remarks For Assurance Of Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle,12.4029,Construction And Demolition Waste,11.9241,Assurance Sub Type For Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle,11.7949,Low Confidence,Remarks For Assurance Of Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle
Q78,Percentage of independent directors on the board,Percentage Of Female Board Of Directors,18.661,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,18.8592,Percentage Of Female Board Of Directors,18.661,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,18.6439,Ambiguous,Percentage Of Female Board Of Directors
