question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
739,What is the turnover rate for permanent workers for the Current Year,Retention Rates Permanent Workers That Took Parental Leave - Male Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Male Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Gender Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Female Member,19.1079,Ambiguous,Retention Rates Permanent Workers That Took Parental Leave - Male Member,5.8057,0.5972,0.03,Weak Match - Review
737,What is the turnover rate for permanent employees for the Current Year,Retention Rates Permanent Employees That Took Parental Leave - Male Member,19.076,Retention Rates Permanent Employees That Took Parental Leave - Female Member,19.076,Retention Rates Permanent Employees That Took Parental Leave - Male Member,19.076,Retention Rates Permanent Employees That Took Parental Leave - Gender Member,19.076,Ambiguous,Retention Rates Permanent Employees That Took Parental Leave - Male Member,5.7097,0.5867,0.024,Weak Match - Review
782,What is the percentage of cost incurred as a % of total revenue of the company with regards to spending on measures towards wellbeing of employees and workers?,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,55.3509,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,55.3509,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,52.2505,Amount Of Cost Incurred On Well Being Measures,38.5188,High Confidence,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,41.7681,0.6838,0,Weak Match - Review
590,Percentage of workers or employees in association(s) or unions recognised by the listed entity,Remarks For Assurance Of Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity,30.1769,Remarks For Assurance Of Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity,30.1769,Assurance Sub Type For Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity,29.5335,Whether Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity Is Assured By Assurer,29.4867,Ambiguous,Remarks For Assurance Of Membership Of Employees And Worker In Associations Or Unions Recognised By The Listed Entity,25.4794,0.6321,0,Weak Match - Review
742,What is the number of complaints filed by the customers as a % of revenue in Current Year?,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Customers Member,21.9063,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Customers Member,21.9063,Number Of Complaints Filed During The Year - Health Safety Complaints Member,18.4837,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,18.4837,High Confidence,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Customers Member,20.6386,0.602,0,Weak Match - Review
698,Total instances of product recalls,Remarks For Assurance Of Details Of Instances Of Product Recalls On Account Of Safety Issues,18.6717,Remarks For Assurance Of Details Of Instances Of Product Recalls On Account Of Safety Issues,18.6717,Assurance Sub Type For Details Of Instances Of Product Recalls On Account Of Safety Issues,18.4375,Whether Details Of Instances Of Product Recalls On Account Of Safety Issues Is Assured By Assurer,17.917,Ambiguous,Remarks For Assurance Of Details Of Instances Of Product Recalls On Account Of Safety Issues,16.1835,0.7176,0,Failed Verification
627,% of value chain partners (by value of business done with such partners) that were assessed for Health and Safety practices?,Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,47.4899,Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,47.4899,Remarks For Assurance Of Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,44.0094,Assurance Sub Type For Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,43.6263,High Confidence,Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,55.4219,0.6132,0,Weak Match - Review
1165,What is the purchases from trading houses % of total purchases,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses - Previous Year,31.3332,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses,32.8335,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses - Previous Year,31.3332,Amount Of Total Purchases From Trading Houses,31.3228,High Confidence,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses - Previous Year,38.1751,0.622,0,Weak Match - Review
1167,What is purchases from top 10 trading houses as % of total purchases from trading houses,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses,45.8334,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses,45.8334,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses - Previous Year,43.5535,Amount Of Purchases From Top Ten Trading Houses,42.6567,High Confidence,Percentage Of Purchases From Top Ten Trading Houses In Total Purchases From Trading Houses,67.0556,0.5507,0,Weak Match - Review
631,Number of complaints filed by community stakeholders,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Communities Member,19.0975,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Communities Member,19.0975,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Communities Member - Previous Year,18.0893,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,15.0999,High Confidence,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Communities Member,10.3012,0.6263,0,Weak Match - Review
632,Count of pending/unresolved communities grievances,Remarks For Assurance Of Describe The Mechanisms To Receive And Redress Grievances Of The Community,12.8452,Remarks For Assurance Of Describe The Mechanisms To Receive And Redress Grievances Of The Community,12.8452,Grievance Redressal Mechanism In Place - Complaint Received From Communities Member,12.6685,Describe The Mechanisms To Receive And Redress Grievances Of The Community Explanatory Text Block,12.5832,Low Confidence,Remarks For Assurance Of Describe The Mechanisms To Receive And Redress Grievances Of The Community,5.6917,0.7191,0.008,Failed Verification
522,Percentage of CSR obligation spent (CSR spent/CSR obligation),Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain1,7.381,Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain3,7.381,Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain7,7.381,Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain4,7.381,Low Confidence,Percentage Of Total Turnover For Business Activities - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain1,2.0616,0.7885,0.044,Failed Verification
786,What is the input material directly sourced from MSMEs/small producers (in % terms - As % of total purchases by value),Percentage Of Directly Sourced From MSMEs Or Small Producers,54.1274,Percentage Of Directly Sourced From MSMEs Or Small Producers,54.1274,Percentage Of Directly Sourced From MSMEs Or Small Producers - Previous Year,50.4392,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,32.7675,High Confidence,Percentage Of Directly Sourced From MSMEs Or Small Producers,47.5184,0.6389,0,Weak Match - Review
581,Percentage of capital expenditure investments in specific technologies to improve the environmental and social impacts of products and processes to total capex,Remarks For Assurance Of Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies,37.508,Remarks For Assurance Of Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies,37.508,Assurance Sub Type For Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies,36.859,Whether Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies Is Assured By Assurer,35.7939,Ambiguous,Remarks For Assurance Of Percentage Of RAnd DAnd Capital Expenditure Investments In Specific Technologies,36.9354,0.6018,0,Weak Match - Review
787,What is the input material sourced directly from within India as % of total purchases,Percentage Of Sourced Directly From Within The District And Neighbouring Districts,29.9092,Percentage Of Sourced Directly From Within The District And Neighbouring Districts,29.9092,Percentage Of Sourced Directly From Within The District And Neighbouring Districts - Previous Year,27.9384,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,27.3241,High Confidence,Percentage Of Sourced Directly From Within The District And Neighbouring Districts,28.0372,0.6076,0,Weak Match - Review
788,What is the % of job creation in smaller towns - wages paid to persons employed in smaller towns (permanent or non-permanent / on contract) as % of total wage cost,Whether Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis Is Assured By Assurer,54.0281,Whether Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis Is Assured By Assurer,54.0281,Remarks For Assurance Of Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis,53.9521,Assurance Sub Type For Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis,52.9384,Ambiguous,Whether Job Creation In Smaller Towns Disclose Wages Paid To Persons Employed Including Employees Or Workers Employed On APermanent Or Non Permanent Or On Contract Basis Is Assured By Assurer,63.2664,0.6985,0,Weak Match - Review
789,What are the number of days of account payable?,Number Of Days Of Accounts Payable,30.9792,Number Of Days Of Accounts Payable,30.9792,Number Of Days Of Accounts Payable - Previous Year,28.6052,Remarks For Assurance Of Number Of Days Of Accounts Payables,26.9083,High Confidence,Number Of Days Of Accounts Payable,23.2626,0.6154,0,Weak Match - Review
