question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
Q43,Percentage of total permanent workers covered by health insurance,Percentage of total permanent workers covered by health insurance Percentage Of Shares Held By Insurance Companies,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain1,12.3058,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain25,12.3058,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain238,12.3058,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain236,12.3058,Low Confidence,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain1,15.6803,0.5238,0.0,Weak Match - Review
Q44,Percentage of total other than permanent workers covered by health insurance,Percentage of total other than permanent workers covered by health insurance Percentage Of Shares Held By Insurance Companies,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain2,12.3058,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain122,12.3058,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain178,12.3058,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain21,12.3058,Low Confidence,Percentage Of Shares Held By Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain2,15.6803,0.5238,0.0,Weak Match - Review
Q45,Percentage of total permanent employees covered by accident insurance,Percentage of total permanent employees covered by accident insurance Percentage Of Shares Held By Insurance Companies,Percentage Of Well Being Of Employees Or Workers - Male Member - Accident Insurance Member - Permanent Employees Member,19.1348,Percentage Of Well Being Of Employees Or Workers - Gender Member - Accident Insurance Member - Permanent Employees Member,19.1348,Percentage Of Well Being Of Employees Or Workers - Male Member - Accident Insurance Member - Permanent Employees Member,19.1348,Percentage Of Well Being Of Employees Or Workers - Female Member - Accident Insurance Member - Permanent Employees Member,19.1348,Ambiguous,Percentage Of Well Being Of Employees Or Workers - Male Member - Accident Insurance Member - Permanent Employees Member,23.5942,0.5,0.0,Weak Match - Review
Q46,What is the percentage of female employees in the workforce,What is the percentage of female employees in the workforce Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member - Previous Year,22.712,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,23.9238,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,23.059,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year,22.7221,Ambiguous,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member - Previous Year,21.4809,0.566,0.0,Weak Match - Review
Q47,What is the turnover rate for permanent female employees in the Current Year,What is the turnover rate for permanent female employees in the Current Year Number Of Employees In The Company At The End Of The Financial Year,Turnover Rate - Female Member - Permanent Employees Member,22.4572,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,23.9238,Retention Rates Permanent Employees That Took Parental Leave - Female Member,23.4421,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,23.0901,Ambiguous,Turnover Rate - Female Member - Permanent Employees Member,25.4737,0.6991,0.0,Weak Match - Review
Q48,What is the turnover rate for permanent female worker in the Current Year,What is the turnover rate for permanent female worker in the Current Year Number Of Employees In The Company At The End Of The Financial Year,Retention Rates Permanent Employees That Took Parental Leave - Female Member,23.4421,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year,24.6384,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,23.9238,Retention Rates Permanent Employees That Took Parental Leave - Female Member,23.4421,Ambiguous,Retention Rates Permanent Employees That Took Parental Leave - Female Member,9.9666,0.6783,0.002,Weak Match - Review
Q49,Pay parity between male and female employees,Pay parity between male and female employees Commission Employees,Number Of Employees Or Workers Related To Minimum Wages - Total Minimum Wages Member - Female Member - Permanent Employees Member,10.9939,Number Of Employees Or Workers Related To Minimum Wages - Total Minimum Wages Member - Female Member - Permanent Employees Member,10.9939,Number Of Employees Or Workers Related To Minimum Wages - More Than Minimum Wage Member - Female Member - Permanent Employees Member,10.7455,Percentage Of Employees Or Workers Related To Minimum Wages - Equal To Minimum Wage Member - Female Member - Permanent Employees Member,10.7455,Low Confidence,Number Of Employees Or Workers Related To Minimum Wages - Total Minimum Wages Member - Female Member - Permanent Employees Member,9.2314,0.6667,0.0,Weak Match - Review
Q50,Number of complaints on PSH as a % of female employees/workers for current year,Number of complaints on PSH as a % of female employees/workers for current year Number Of Permanent Employees On Rolls Of Company,Total Number Of Employees Or Workers For Membership - Female Member - Permanent Workers Member,17.4295,Total Number Of Employees Or Workers For Membership - Female Member - Permanent Workers Member,17.4295,Total Number Of Employees Or Workers For Membership - Female Member - Permanent Employees Member,17.4176,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year,16.6422,Low Confidence,Total Number Of Employees Or Workers For Membership - Female Member - Permanent Workers Member,21.6822,0.5701,0.0,Weak Match - Review
Q51,What is the gross wages paid to females as percentage of wages paid,What is the gross wages paid to females as percentage of wages paid Salaries And Wages,Percentage Of Gross Wages Paid To Female To Total Wages Paid,31.9788,Percentage Of Gross Wages Paid To Female To Total Wages Paid,31.9788,Gross Wages Paid To Female,30.2982,Percentage Of Gross Wages Paid To Female To Total Wages Paid - Previous Year,30.1756,High Confidence,Percentage Of Gross Wages Paid To Female To Total Wages Paid,44.0591,0.6081,0.0,Weak Match - Review
Q52,How many complaints were filed on discrimination at workplace in current year?,How many complaints were filed on discrimination at workplace in current year? Whether Subsidiary Has Filed Balance Sheet,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,32.7955,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,32.7955,Number Of Complaints Pending Resolution At The End Of Year - Discrimination At Work Place Member,27.2734,Whether Complaints Filed Under The Sexual Harassment Of Women At Workplace Is Assured By Assurer,24.0944,High Confidence,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,28.2326,0.6346,0.0,Weak Match - Review
Q53,How many complaints were filed by employees and workers or employees as a % of number of employees in the current year,How many complaints were filed by employees and workers or employees as a % of number of employees in the current year Commission Employees,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Employees And Workers Member,19.7927,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Employees And Workers Member,19.7927,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,18.4837,Number Of Complaints Filed During The Year - Health Safety Complaints Member,18.4837,High Confidence,Number Of Complaints Filed From Stake Holder Group During The Year - Complaint Received From Employees And Workers Member,23.9689,0.5926,0.0,Weak Match - Review
Q54,What is the number of pending/unresolved employees and workers grievances as % of total complaints filed in the current year,What is the number of pending/unresolved employees and workers grievances as % of total complaints filed in the current year Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending From Stake Holder Group Resolution At The End Of Year - Complaint Received From Employees And Workers Member,26.2847,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,27.4835,Number Of Complaints Pending Resolution At The End Of Year - Otherhumanrightsrelatedissues Member,26.6092,Number Of Complaints Pending Resolution At The End Of Year - Wages Member,26.6092,Ambiguous,Number Of Complaints Pending From Stake Holder Group Resolution At The End Of Year - Complaint Received From Employees And Workers Member,33.7248,0.6069,0.0,Weak Match - Review
Q55,How many complaints were filed on wages in the current year,How many complaints were filed on wages in the current year Salaries And Wages,Number Of Complaints Filed During The Year - Wages Member,18.3034,Number Of Complaints Filed During The Year - Wages Member,18.3034,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,14.5737,Number Of Complaints Filed During The Year - Health Safety Complaints Member,14.5737,High Confidence,Number Of Complaints Filed During The Year - Wages Member,22.8535,0.6579,0.0,Weak Match - Review
Q56,Pending resolution of complaints as a % of total complaints filed by employees and workers pertaining to working conditions,Pending resolution of complaints as a % of total complaints filed by employees and workers pertaining to working conditions Terms And Conditions Of Shares Pending Allotment,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,27.7168,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,27.7168,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member - Previous Year,26.1741,Number Of Complaints Filed During The Year - Working Conditions Complaints Member,24.5025,High Confidence,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,40.9249,0.624,0.0,Weak Match - Review
Q57,What is the turnover rate for permanent workers for the Current Year,What is the turnover rate for permanent workers for the Current Year Whether Company Has Published Sustainability Report For The Financial Year,Retention Rates Permanent Workers That Took Parental Leave - Male Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Gender Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Male Member,19.1079,Retention Rates Permanent Workers That Took Parental Leave - Female Member,19.1079,Ambiguous,Retention Rates Permanent Workers That Took Parental Leave - Male Member,5.8057,0.7265,0.068,Failed Verification
Q58,What is the turnover rate for permanent employees for the Current Year,What is the turnover rate for permanent employees for the Current Year Number Of Employees In The Company At The End Of The Financial Year,Retention Rates Permanent Employees That Took Parental Leave - Gender Member,19.076,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,23.9238,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,23.0901,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,22.7288,Ambiguous,Retention Rates Permanent Employees That Took Parental Leave - Gender Member,8.3326,0.6636,0.006,Weak Match - Review
